,Unnamed: 0,id,title,artist,company,date_released,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
12,12,4jxWO5zC2SiW9aw7nMJHia,I Blame On You,TAEYEON,SM,2017-04-05,0.556,0.349,7,-5.677,1,0.855,0.0,0.106,0.322,124.751,203418,4
13,13,4d7m7aCYxVdiUWsttYcMFV,Curtain Call,TAEYEON,SM,2017-04-05,0.41,0.926,8,-2.477,1,0.255,2.51e-06,0.273,0.388,150.843,232579,4
14,14,6CdUgvL597jWmW4w8P5kHs,Fine,TAEYEON,SM,2017-02-28,0.36,0.565,7,-4.898,1,0.358,0.0,0.0448,0.311,173.281,209157,4
15,15,25JsYHDRiRvxIddliGESTT,Cover up,TAEYEON,SM,2017-02-28,0.735,0.881,11,-3.463,1,0.0496,3.17e-06,0.0859,0.9,118.02,205982,4
16,16,0HpVxENhdCmFyTtf08th8s,Feel So Fine,TAEYEON,SM,2017-02-28,0.357,0.7,7,-4.153,1,0.256,0.0,0.085,0.301,89.995,219015,4
17,17,1IgRQvTqj7BKjNWRzjFEE0,I Got Love,TAEYEON,SM,2017-02-28,0.693,0.705,7,-5.67,0,0.543,1.4e-06,0.108,0.828,101.956,190008,4
18,18,0rHnkLIGf54WbwMW6cyVoP,I'm OK,TAEYEON,SM,2017-02-28,0.565,0.876,1,-3.335,0,0.0118,0.0,0.163,0.655,175.708,214595,4
19,19,2Okv1MY4rnI3hHyDXqOdvs,Time Lapse,TAEYEON,SM,2017-02-28,0.427,0.701,8,-3.811,1,0.361,4.81e-06,0.0706,0.196,131.917,254670,4
20,20,2CbvW8kgNDByBIQbFY0h3i,Sweet Love,TAEYEON,SM,2017-02-28,0.41,0.785,1,-4.819,1,0.602,0.0,0.112,0.635,74.751,184472,4
21,21,0Hj6Eud9jma2qPeu7LkOiq,When I Was Young,TAEYEON,SM,2017-02-28,0.358,0.385,4,-6.618,1,0.825,0.0,0.0834,0.16,133.408,232089,4
22,22,7sFSjaKXqgcACn3GuIzGDU,Lonely Night,TAEYEON,SM,2017-02-28,0.561,0.863,0,-4.145,1,0.215,1.29e-06,0.0891,0.67,170.029,223194,4
23,23,5kde3lf0Dm5Epkb1R8hEhI,Love in Color,TAEYEON,SM,2017-02-28,0.655,0.318,5,-8.325,1,0.932,0.0,0.0872,0.574,95.929,177830,4
24,24,7j2FhVH4n7X7D669o8T87z,Fire,TAEYEON,SM,2017-02-28,0.321,0.82,2,-3.907,1,0.215,0.0,0.307,0.343,78.393,187327,4
25,25,3XIsWkK1ikLjfPp4cpLXiv,Eraser,TAEYEON,SM,2017-02-28,0.595,0.873,2,-2.676,1,0.00364,0.0,0.114,0.481,93.949,174650,4
26,26,7hETpLmqWiMAD5TtfrOlOe,Don't Say No,SEOHYUN,SM,2017-01-17,0.59,0.865,0,-2.969,0,0.024,7.31e-06,0.346,0.852,171.981,193451,4
27,27,77jLlAFOhVYajppq3HW9F4,Hello,SEOHYUN,SM,2017-01-17,0.624,0.801,6,-4.892,1,0.0552,0.0,0.0944,0.635,93.994,198580,4
28,28,3ZpLRoRvuoK1uDNbQFBchz,Magic,SEOHYUN,SM,2017-01-17,0.494,0.689,1,-3.801,1,0.284,0.0,0.113,0.557,127.622,213286,4
29,29,7d1BFNh1Cpg98vp2BuTauq,혼자 하는 사랑 Lonely Love,SEOHYUN,SM,2017-01-17,0.744,0.543,7,-6.07,1,0.434,0.0,0.124,0.602,92.014,219501,4
30,30,6NdOl5mXiIvtAGBKlEbgsh,Love & Affection,SEOHYUN,SM,2017-01-17,0.386,0.684,0,-4.536,1,0.00801,0.0,0.301,0.235,183.098,168006,4
31,31,4y3QSI2Ftu1kBeSiAyCbUC,Bad Love,SEOHYUN,SM,2017-01-17,0.733,0.854,10,-3.703,0,0.0318,3.58e-06,0.0674,0.932,105.003,197431,4
32,32,3vzdNYPyvwyWp3ZsboUDZ8,달빛 Moonlight,SEOHYUN,SM,2017-01-17,0.691,0.567,2,-6.199,0,0.318,0.0,0.0818,0.478,86.995,212691,4
33,33,0prHnc1ariBFROWoymSd5W,Mystery,HYOYEON,SM,2016-12-02,0.687,0.836,1,-3.603,1,0.176,0.0,0.437,0.586,93.94,182559,4
34,34,093PI3mdUvOSlvMYDwnV1e,11:11,TAEYEON,SM,2016-11-01,0.445,0.528,10,-7.243,1,0.677,0.0,0.155,0.511,203.155,223452,4
35,35,60Q2E1Oe6kaC9pewXFK9E5,Born to be Wild (Feat. JYP),HYOYEON,SM,2016-08-26,0.755,0.911,1,-3.427,1,0.0522,0.0,0.174,0.479,95.978,215757,4
36,36,4iTS1BGs3Fob1UyXgIWa0w,Sailing (0805),Girls' Generation,SM,2016-08-05,0.588,0.586,11,-4.857,1,0.71,0.0,0.102,0.395,141.913,260835,4
37,37,6c1cQOxDKZhnfu19rclv6G,Why,TAEYEON,SM,2016-06-28,0.615,0.879,6,-3.275,0,0.0702,0.0,0.0581,0.315,105.026,207777,4
38,38,4kcX1pwQBQFpXhDc64MTPq,Starlight,TAEYEON,SM,2016-06-28,0.628,0.723,1,-4.962,0,0.0329,0.0,0.292,0.571,93.958,223607,4
39,39,2OMAJjaieTJBe9t0Wu98bb,Fashion,TAEYEON,SM,2016-06-28,0.788,0.808,1,-4.048,1,0.109,0.00296,0.0649,0.62,107.997,192864,4
40,40,6jk5Xz3QCcV1O4y5gRYymg,Hands on Me,TAEYEON,SM,2016-06-28,0.376,0.96,4,-3.239,0,0.0478,0.0,0.189,0.563,84.682,228460,4
41,41,4VkurkGMPFJaROPTfqU9Ma,Up & Down,TAEYEON,SM,2016-06-28,0.576,0.838,2,-5.297,0,0.00279,3.45e-05,0.081,0.457,105.06,173287,4
42,42,3wiqYEIruKDnNlCU48lFNz,Good Thing,TAEYEON,SM,2016-06-28,0.772,0.875,0,-2.877,0,0.0731,0.0,0.118,0.798,116.965,177588,4
43,43,4dMkVt2rnc8Di47Rcq28vp,Night,TAEYEON,SM,2016-06-28,0.736,0.626,0,-4.727,0,0.526,0.0,0.067,0.525,100.006,193537,4
44,44,4LndpQCKH3B6km0N6LIe7u,Heartbreak Hotel,Tiffany Young,SM,2016-06-10,0.569,0.829,7,-3.858,0,0.0353,0.0,0.21,0.341,93.961,264682,4
45,45,34NIgK6YRK8xVSZ4eNOEQf,I Just Wanna Dance,Tiffany Young,SM,2016-05-11,0.72,0.754,5,-3.675,1,0.0128,0.0,0.616,0.195,114.054,209688,4
46,46,5Bhl8W0W3sVzyrzYkjgawf,TALK,Tiffany Young,SM,2016-05-11,0.781,0.641,2,-3.915,0,0.467,0.000169,0.118,0.659,97.003,214490,4
47,47,0pCszywLH2InM8aN0Uy2j0,FOOL,Tiffany Young,SM,2016-05-11,0.638,0.832,0,-4.255,1,0.0303,0.0,0.126,0.387,95.038,208453,4
