,id,title,artist,company,date_released,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,1oXPJ9hS9fjFiQyQSOChu8,Grrr 총량의 법칙,Stray Kids,JYP,2018-01-08,0.675,0.963,1,-1.884,1,0.0426,0.0,0.398,0.455,97.966,189938,4
1,53qnaL5GjmtOPOQZRsxWKd,어린 날개,Stray Kids,JYP,2018-01-08,0.666,0.938,11,-2.553,0,0.172,0.0,0.319,0.615,139.96,200409,4
2,7H6AnhZQDrzm8JPKcvD1KC,GLOW,Stray Kids,JYP,2018-01-08,0.69,0.722,7,-4.905,1,0.398,0.0,0.327,0.604,90.022,204345,4
3,0k165ayrLWHRW4TYjsArx7,School Life,Stray Kids,JYP,2018-01-08,0.662,0.957,0,-1.602,1,0.000527,1.11e-06,0.234,0.476,130.01,216377,4
4,3jMozM7QoJvISBip9smWYu,4419,Stray Kids,JYP,2018-01-08,0.567,0.83,6,-2.933,1,0.391,0.0,0.07,0.659,85.951,193087,4
5,72Yh4fn3T5juTqCqSrcKWM,NOT!,Stray Kids,JYP,2018-03-26,0.572,0.859,4,-6.511,0,0.0203,0.000382,0.236,0.403,170.248,82437,3
6,2pXsVqASVWQgXVrtY4Bp0v,WHO?,Stray Kids,JYP,2018-08-06,0.337,0.846,5,-4.003,1,0.0408,4.49e-06,0.236,0.364,84.71,104996,4
7,4j4ljkDStTGXYS4cA9zrEZ,불면증 Insomnia,Stray Kids,JYP,2018-08-06,0.651,0.748,11,-3.764,0,0.157,0.0,0.102,0.767,167.964,206430,4
8,6XUkHANd4nqJ2n36NIGSfV,YOU.,Stray Kids,JYP,2018-10-22,0.504,0.966,9,-5.349,0,0.014,0.000534,0.354,0.241,169.986,78834,4
9,0JA999rRR2pGjuCnH3iboz,편 My Side,Stray Kids,JYP,2018-10-22,0.567,0.91,0,-4.485,1,0.00388,0.0,0.183,0.347,165.991,216788,4
10,5P4LVqVhX63AsGoF1v6dAH,해장국 Hero's Soup,Stray Kids,JYP,2018-10-22,0.598,0.559,4,-7.534,0,0.301,0.0,0.263,0.0922,171.851,212482,4
11,2H2a3l3nNrwCRngGylrVwN,Entrance,Stray Kids,JYP,2019-03-25,0.664,0.792,1,-6.046,1,0.0291,0.204,0.118,0.602,106.002,98760,4
