,id,title,artist,company,date_released,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
27,5l9yN1JROmX6QptM6n4R9C,JERK,iKON,YG,2018-01-25,0.591,0.728,7,-3.81,0,0.233,0,0.113,0.745,173.893,223086,4
28,1AhfmrzSrDmOIstpRO9wTI,BEST FRIEND,iKON,YG,2018-01-25,0.457,0.745,4,-4.014,1,0.19,0,0.17,0.568,67.927,230149,5
29,6aIjd7n2vFajtP2hYVsARt,EVERYTHING,iKON,YG,2018-01-25,0.674,0.775,0,-4.908,0,0.0501,0,0.166,0.358,130.012,214739,4
30,4lhcOa69hv4J74sGtPeglB,HUG ME,iKON,YG,2018-01-25,0.598,0.717,0,-5.445,0,0.149,0,0.112,0.556,171.767,216916,4
31,0enqhUkjhENOS0x7z9JwgL,DON'T FORGET,iKON,YG,2018-01-25,0.659,0.517,3,-5.924,1,0.344,0,0.0893,0.348,139.877,253563,4
32,7sH4bGIhNwnWOCrh2Rp9ss,SINOSIJAK,iKON,YG,2018-01-25,0.673,0.78,7,-4.134,1,0.0521,0,0.0947,0.329,101.032,188060,4
33,6OCwktCtDcutcJiD0XtDhQ,LOVE ME,iKON,YG,2018-01-25,0.691,0.984,2,-2.02,1,0.0961,0,0.367,0.973,159.98,208808,4
34,7m5Dx1L76Gxnb7osbw8Cdi,JUST GO,iKON,YG,2018-01-25,0.671,0.633,8,-4.527,1,0.386,0,0.0541,0.666,77.145,216430,4
35,55UNoOCjEO5EvDpmSJQN76,LONG TIME NO SEE,iKON,YG,2018-01-25,0.737,0.723,0,-5.038,1,0.289,0,0.128,0.531,94.982,206776,4
36,6KZdpxLX8r1tGZ2Q7eKIvf,DUMB & DUMBER,iKON,YG,2015-12-24,0.731,0.874,5,-4.284,0,0.0962,0,0.0498,0.443,129.972,241701,4
37,5j6DlZe93zQZbRI9KnGine,WHAT'S WRONG ?,iKON,YG,2015-12-24,0.72,0.797,0,-5.399,1,0.0264,0,0.0949,0.767,127.994,228992,4
38,3KNUQPxl7F4Lz10KL0vZOp,I MISS YOU SO BAD,iKON,YG,2015-12-24,0.765,0.839,8,-4.297,0,0.189,0,0.105,0.751,97.956,228369,4
39,31rYX1S6eIwgc9HHejwO20,ANTHEM,iKON,YG,2015-12-24,0.724,0.789,8,-4.462,0,0.000769,0,0.328,0.548,94.997,205229,4
40,1LWmicABfi13JjNkdfdT76,APOLOGY,iKON,YG,2015-12-24,0.524,0.773,6,-4.066,1,0.281,0,0.148,0.322,74.295,231567,4
41,59ifgLYGgTOPgcpUzYbgdG,I'M OK,iKON,YG,2019-02-27,0.68,0.639,0,-4.246,1,0.26,0,0.0923,0.385,89.959,217640,4
42,0LdOtVh3Oxoe0GcVNwOlZm,WORLDWIDE,iKON,YG,2019-02-27,0.793,0.776,10,-4.447,0,0.2,0,0.523,0.557,99.993,207093,4
43,2qR0mMrgwO099ONpl2B0II,U MAD,BOBBY,YG,2021-01-25,0.704,0.84,11,-4.733,1,0.108,0,0.386,0.511,140.985,170280,4
44,3aEDqRYIXcFsUrnNVY5Q5g,RocKstaR,BOBBY,YG,2021-01-25,0.605,0.928,2,-3.306,1,0.105,0,0.345,0.843,180.105,185997,3
45,5Gk91Q0KYwC5pycyOn01sQ,NO TIME,BOBBY,YG,2021-01-25,0.727,0.93,7,-4.983,1,0.147,0,0.261,0.681,132.109,185461,4
46,7GbgEA8BmDmwxGARrVs87q,BrEAk It DoWn,BOBBY,YG,2021-01-25,0.652,0.741,2,-4.688,1,0.0817,0,0.0952,0.811,159.976,190091,4
47,6tIIRfmrgZnAaC1o7TvWxV,In THE DaRk,BOBBY,YG,2021-01-25,0.425,0.758,1,-5.062,1,0.0854,0,0.121,0.459,177.494,224082,4
48,6eQ74GNcsSwHsXp6kG0v4Y,LiLaC,BOBBY,YG,2021-01-25,0.541,0.744,2,-4.102,1,0.0817,0,0.225,0.278,153.992,168782,4
49,3rmTbr3faJXLkwr1MD2wTE,Ur SOUL Ur BodY (feat. DK),BOBBY,YG,2021-01-25,0.669,0.64,10,-6.351,1,0.0176,0,0.0346,0.39,98.008,205077,4
50,5hs5J3f6lH9v286otiDBeS,GOrGeOuS,BOBBY,YG,2021-01-25,0.715,0.752,11,-6.265,0,0.229,0,0.231,0.758,119.988,201611,4
51,1vOvHNRKQs8sriDTok0TC5,LiAr,BOBBY,YG,2021-01-25,0.639,0.768,7,-5.114,0,0.0369,0,0.214,0.657,139.98,237959,4
52,4zcoVOaN97y4WPUUAtDu0j,HeartBROKEN PlaYBoY,BOBBY,YG,2021-01-25,0.779,0.729,5,-5.356,1,0.0807,0,0.109,0.497,109.974,216806,4
53,5BmhJNAVzCVmQH4aiQCYqN,RaiNinG (feat. JU-NE),BOBBY,YG,2021-01-25,0.636,0.678,6,-5.691,1,0.0302,0,0.156,0.513,135.985,216882,4
54,4iXdQQtTXb6yUMbDv7950e,Let iT Go,BOBBY,YG,2021-01-25,0.453,0.89,10,-4.479,1,0.0739,0,0.291,0.774,187.92,234468,4
55,3S4YpayAH2CV3iR5RPb7iX,DeViL,BOBBY,YG,2021-01-25,0.405,0.858,0,-4.323,1,0.0297,0,0.675,0.382,171.101,210095,4
56,2psmCxz85mli4dgFnIZbQW,I LOVE YOU,BOBBY,YG,2017-09-14,0.763,0.83,2,-4.407,1,0.0995,0,0.0708,0.592,111.988,210327,4
57,3uZrLYuhuFbo872XiLdo1x,RUNAWAY,BOBBY,YG,2017-09-14,0.712,0.745,8,-4.977,1,0.153,0,0.0557,0.432,92.981,223355,4
58,10dHpqakxk3NHpHd2LIyqk,ALIEN,BOBBY,YG,2017-09-14,0.734,0.694,5,-6.813,0,0.308,0,0.0972,0.805,139.949,193591,4
59,3wdQ9ZioKOzHIs6hA0x88u,TENDAE,BOBBY,YG,2017-09-14,0.769,0.705,11,-5.1,1,0.61,0,0.105,0.751,90.092,216095,4
60,3pIpEhlipGhL3fN8FWCdoc,UP,BOBBY,YG,2017-09-14,0.793,0.758,8,-5.382,0,0.0749,0,0.339,0.329,140.003,250390,4
61,6GR9G4BWKnbcqaUmjYrVXt,SECRET,BOBBY,YG,2017-09-14,0.446,0.614,7,-6.574,1,0.347,0,0.0929,0.658,86.853,216292,5
62,3oDjBTEsEJuYQ5UegWr806,IN LOVE,BOBBY,YG,2017-09-14,0.526,0.365,2,-7.586,1,0.852,0,0.118,0.124,90.147,215680,4
63,7nwiiJfm5gdbJfLPqY2xZw,SWIM,BOBBY,YG,2017-09-14,0.682,0.806,7,-5.359,1,0.196,0,0.21,0.539,138.15,240578,4
64,6RxmoKcDLElJYIwOddEqV5,FIREWORK,BOBBY,YG,2017-09-14,0.61,0.74,6,-5.243,1,0.249,0,0.366,0.559,140.174,225748,4
65,2hRWNOtQv7551TRsJPv6pd,LEAN ON ME,BOBBY,YG,2017-09-14,0.678,0.914,9,-4.182,1,0.071,0,0.0477,0.779,89.906,223366,4
66,0dkqqQAizwp3MHJKehq5ng,HOLUP!,BOBBY,YG,2016-09-07,0.669,0.953,0,-2.43,1,0.124,0,0.302,0.538,100.964,211875,4
67,4BgG0m5owAxrXw6fEeTzWn,CLIMAX < TEAM B>,WIN,YG,2013-10-28,0.509,0.724,1,-5.684,1,0.176,0,0.116,0.305,84.046,191901,4
68,79dg0MEBJEIDIZMjEjIFsZ,JUST ANOTHER BOY <TEAM B>,WIN,YG,2013-10-28,0.477,0.885,1,-3.043,1,0.0504,0,0.447,0.745,133.758,219220,4
69,0bBrEmo01hYu6gBz4UW9Q8,Apology,iKON,YG,2015-11-16,0.524,0.773,6,-4.066,1,0.281,0,0.148,0.322,74.295,231567,4
70,2TPHfPjwV7JJlXKVxGJprX,Anthem (B.I & BOBBY),iKON,YG,2015-11-16,0.724,0.789,8,-4.462,0,0.000769,0,0.328,0.548,94.997,205229,4
71,5IR3lhOBnilcIGTdpnUomh,WELCOME BACK,iKON,YG,2015-11-16,0.797,0.68,4,-4.613,0,0.238,0,0.246,0.887,95.018,213400,4
72,5T7NN5LxcfMEudEbya2wcE,RHYTHM TA,iKON,YG,2015-11-16,0.764,0.828,7,-4.375,1,0.104,0,0.332,0.583,81.989,226970,4
73,4gxLDYnbnyNiUd6YrlmppO,MY TYPE,iKON,YG,2015-11-16,0.789,0.55,1,-5.595,1,0.202,0,0.337,0.698,93.984,210903,4
74,17PVzD5ZiIo4p1cpwFBUPJ,TODAY,iKON,YG,2015-11-16,0.783,0.761,1,-4.182,0,0.115,0,0.096,0.891,105.963,192107,4
75,1ZfVxNlKpUHv8ZA8ri59nX,AIRPLANE,iKON,YG,2015-11-16,0.546,0.687,0,-5.547,1,0.219,0,0.428,0.529,173.814,216043,4
76,3X1ffifvaygGwhu3LOJ20o,M.U.P,iKON,YG,2015-11-16,0.515,0.746,7,-5.055,1,0.336,0,0.0819,0.363,191.852,202741,4
