,Unnamed: 0,id,title,artist,company,date_released,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
48,48,485s8AeikfoWNkqH4Ovpqd,ANGEL,GOT7,JYP,2014,0.762,0.672,9,-4.58,0,0.0542,0.0227,0.0,0.11,0.445,135.997,237080
49,49,2OiexUEKjdlDnzjJclP5rX,STAY,GOT7,JYP,2014,0.707,0.631,8,-4.522,1,0.037,0.462,0.0,0.105,0.383,91.002,294200
50,50,3CK5Fc55KyS4Tg9Q9XrCYC,Fly,GOT7,JYP,2016-03-21,0.604,0.905,7,-1.87,1,0.165,0.201,0.0,0.345,0.718,132.974,191576
51,51,6dReZTDTs4ULNElCOdYvfm,Can't,GOT7,JYP,2016-03-21,0.719,0.846,1,-3.752,0,0.223,0.0495,0.0,0.0289,0.855,169.927,196351
52,52,0sa0z0V3q9DFrhpXxKIAli,See The Light,GOT7,JYP,2016-03-21,0.645,0.643,1,-4.262,1,0.0992,0.114,0.0,0.108,0.425,169.949,204840
53,53,1jPSccbDAT5rXiA09Zotjz,FISH,GOT7,JYP,2016-03-21,0.741,0.672,1,-3.972,1,0.127,0.0268,1.89e-05,0.0769,0.631,182.976,193792
54,54,5fIFPHG000TRTfVD2AzpxJ,REWIND,GOT7,JYP,2016-03-21,0.657,0.802,5,-4.058,1,0.0612,0.0324,0.0,0.273,0.512,94.984,192405
55,55,3UvyTECMzPoVvh2005oVlG,Beggin On My Knees,GOT7,JYP,2016-03-21,0.681,0.873,6,-4.538,1,0.0737,0.0533,0.0,0.0491,0.766,128.001,183965
56,56,1P4kNWPCDaXVXzkzSyDaE8,Something Good,GOT7,JYP,2016-03-21,0.612,0.791,0,-5.111,1,0.0554,0.346,0.0,0.0986,0.721,191.888,226155
57,57,1vPSrs2DSjDUjqCaGBhCNF,HOME RUN,GOT7,JYP,2016-04-12,0.785,0.802,7,-2.768,1,0.092,0.0743,0.0,0.333,0.708,105.001,188119
58,58,5i1RcRRodwy5lelFacx6AM,Skyway,GOT7,JYP,2016-09-27,0.646,0.903,0,-2.11,0,0.148,0.0805,0.0,0.656,0.484,96.084,217707
59,59,1xzCUpXSMnAbckUXDwBTlW,Hard Carry,GOT7,JYP,2016-09-27,0.7,0.873,1,-2.901,1,0.0869,0.0148,0.0,0.343,0.612,99.972,193579
60,60,21IfoFhE9piawTxaos1L1r,Boom x3,GOT7,JYP,2016-09-27,0.809,0.8,5,-1.548,0,0.0344,0.00821,0.0,0.0499,0.451,102.032,211907
61,61,1JawNrC8uFnFomifyONahL,Prove It,GOT7,JYP,2016-09-27,0.688,0.687,4,-3.04,0,0.0629,0.274,0.0,0.578,0.385,122.903,174880
62,62,3j4Lh7rsk74s2vkUAvO29B,No Jam,GOT7,JYP,2016-09-27,0.854,0.876,10,-3.007,0,0.101,0.235,0.0,0.0502,0.501,100.033,214653
63,63,10As4dmozw8Fmezqn1tEaU,HEY,GOT7,JYP,2016-09-27,0.72,0.883,6,-1.376,1,0.119,0.376,0.0,0.0514,0.753,99.988,209000
64,64,76lJZc0CzsW4pdiwOez9pU,Mayday,GOT7,JYP,2016-09-27,0.527,0.865,1,-2.073,0,0.103,0.0181,0.0,0.132,0.364,154.986,213760
65,65,0M0hPIskg4OVC11rkp4Xnp,My Home,GOT7,JYP,2016-09-27,0.435,0.884,9,-1.591,0,0.285,0.382,0.0,0.375,0.898,89.924,207320
66,66,4ZszdhuMa7xyedSM1tULbP,Who’s That,GOT7,JYP,2016-09-27,0.841,0.686,5,-3.705,0,0.14,0.0949,0.0,0.0722,0.585,112.076,215027
67,67,5oYdAmpOAWE6Tx38AD6fbG,If,GOT7,JYP,2016-09-27,0.672,0.746,4,-2.668,0,0.0398,0.0444,0.0,0.492,0.579,94.032,209027
