,Unnamed: 0,id,title,artist,company,date_released,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
15,15,2A9f341bPHEwb4Cw7WNlMJ,Hoodie Season,Stray Kids,JYP,2021-12-23,0.748,0.747,6,-6.754,0,0.00986,0.0,0.0644,0.719,89.966,234178,4
16,16,4b3rGL8LDSkbARUUA20136,VENOM,Stray Kids,JYP,2022-03-18,0.812,0.807,9,-3.354,1,0.11,0.0,0.211,0.4,136.979,194840,4
17,17,63irPUP3xB74fHdw1Aw9zR,MANIAC,Stray Kids,JYP,2022-03-18,0.581,0.8,1,-2.613,1,0.154,0.0,0.0697,0.709,119.872,182758,5
18,18,4QDpsNBlllaLGj8zbF2EE0,Charmer,Stray Kids,JYP,2022-03-18,0.786,0.762,1,-2.508,1,0.0524,1.04e-05,0.0971,0.731,90.963,188573,4
19,19,2L7hSYdvF0CtaM6JisfKEG,FREEZE,Stray Kids,JYP,2022-03-18,0.643,0.868,11,-2.715,0,0.00674,0.0,0.0691,0.657,159.874,178387,4
20,20,2xo84jGkxFPrZmmBtS3Pkd,Lonely St.,Stray Kids,JYP,2022-03-18,0.686,0.825,7,-3.192,1,0.248,0.0,0.0761,0.603,90.053,164853,4
21,21,2LzRBroL4J9pXLf1Nsen4s,"Waiting For Us (Bang Chan, Lee Know, Seungmin, I.N)",Stray Kids,JYP,2022-03-18,0.419,0.595,3,-3.925,1,0.102,0.0,0.0895,0.347,87.822,219507,4
22,22,0oHn3CGVerdfLqIrN6CT42,"Muddy Water (Changbin, Hyunjin, HAN, Felix)",Stray Kids,JYP,2022-03-18,0.76,0.871,1,-4.741,1,0.306,0.0,0.079,0.888,89.989,197360,4
23,23,2uw2ftfyS4yJLWiTtbxasE,CIRCUS,Stray Kids,JYP,2022-06-10,0.767,0.809,5,-3.734,0,0.0337,0.0,0.0353,0.69,97.958,194440,4
24,24,0XZL9R2exRu1Rpw6KSAeS4,Fairytale,Stray Kids,JYP,2022-06-22,0.838,0.749,1,-3.988,1,0.136,0.0,0.0634,0.658,120.008,172360,4
25,25,23ODJKtDgVZ1Lt4YdQbH5B,Your Eyes,Stray Kids,JYP,2022-06-22,0.782,0.533,2,-6.178,1,0.169,0.0,0.228,0.585,129.82,196387,4
26,26,0OCDOcvQvozjsivREMojzx,Mixtape : Time Out,Stray Kids,JYP,2022-08-01,0.555,0.945,2,-1.934,1,0.0453,0.0,0.244,0.389,160.006,175293,4
27,27,3O8G8eVrhfXTGttyQ1xVuq,CASE 143,Stray Kids,JYP,2022-10-07,0.812,0.89,6,-2.661,0,0.0961,0.0,0.0222,0.69,100.006,191965,4
28,28,1HshHZrFIF5MRXWCZntOPr,CHILL,Stray Kids,JYP,2022-10-07,0.744,0.923,7,-2.797,1,0.115,0.0,0.065,0.522,96.005,195147,4
29,29,7CQhZA3qNDZBoTKWqjD7gR,Give Me Your TMI,Stray Kids,JYP,2022-10-07,0.749,0.862,11,-3.494,0,0.0513,0.0,0.0944,0.824,97.982,198173,4
30,30,078fJxqEUz0LvbHSM6AoXJ,SUPER BOARD,Stray Kids,JYP,2022-10-07,0.751,0.87,4,-2.551,0,0.00653,0.0,0.077,0.412,103.019,185960,4
31,31,6T4o4xEh61CpgM9v4jG5DJ,"3RACHA (Bang Chan, Changbin, HAN)",Stray Kids,JYP,2022-10-07,0.721,0.856,0,-3.117,0,0.229,0.0,0.0853,0.627,142.068,208573,4
32,32,05ib88vsMeLfwlAfrZyz99,"TASTE (Lee Know, Hyunjin, Felix)",Stray Kids,JYP,2022-10-07,0.626,0.623,6,-5.718,0,0.0559,0.0,0.199,0.123,140.209,216120,4
33,33,33vfE5bxDMHpOFHMSgxehR,"Can't Stop (Seungmin, I.N)",Stray Kids,JYP,2022-10-07,0.645,0.87,1,-3.087,1,0.00522,1.12e-06,0.101,0.79,119.973,209667,4
34,34,3vGSv4l4czTve9jZoYeIWk,Connected (Bang Chan),Stray Kids,JYP,2022-12-21,0.749,0.785,7,-5.336,1,0.143,4.62e-06,0.229,0.323,102.01,171973,4
35,35,0nuXhivBOFDiriWCpdyU93,Limbo (Lee Know),Stray Kids,JYP,2022-12-21,0.509,0.599,4,-5.416,0,0.434,0.0,0.105,0.258,161.838,197147,4
36,36,786A4mxiKmPGHA7z7dPA9K,DOODLE (Changbin),Stray Kids,JYP,2022-12-21,0.77,0.742,10,-3.749,0,0.0804,0.0,0.0955,0.654,139.88,184813,4
37,37,1SrsEuRiRoopW2pZDaHgVA,Love Untold (Hyunjin),Stray Kids,JYP,2022-12-21,0.575,0.86,4,-3.345,1,0.0563,2.17e-06,0.167,0.311,180.058,210920,4
38,38,4jjaOnFqtAyiYmP7PdTJbO,RUN (HAN),Stray Kids,JYP,2022-12-21,0.929,0.69,0,-5.714,1,0.703,0.0,0.117,0.749,120.0,178720,4
39,39,3VMeAc0SlgLaS9RzA8TSxH,Deep end (Felix),Stray Kids,JYP,2022-12-21,0.485,0.223,5,-10.585,0,0.879,0.0,0.15,0.257,113.541,208373,4
40,40,5kFGqKqHzVVMMI7V7uoID1,Stars and Raindrops (Seungmin),Stray Kids,JYP,2022-12-21,0.645,0.827,7,-2.895,1,0.079,0.0,0.287,0.597,112.031,229120,4
41,41,5gXUFmE5AKFiInKyHVVEnL,Hug Me (I.N),Stray Kids,JYP,2022-12-21,0.606,0.623,7,-4.01,1,0.358,6.13e-06,0.0716,0.813,99.487,180427,4
42,42,44dZ49nRlFPSmX6A80rKB1,#LoveSTAY,Stray Kids,JYP,2022-12-21,0.425,0.613,11,-7.197,1,0.294,0.0,0.109,0.417,159.64,197480,4
43,43,56ZpFy1kLsXwtbHWX1CgJ4,"ZONE (Bang Chan, Changbin, HAN)",Stray Kids,JYP,2022-12-21,0.678,0.847,5,-3.936,0,0.00719,0.0,0.0881,0.152,129.914,212680,4
44,44,7jcpg7osgYWffx9LmLEoZ4,Close (HAN),Stray Kids,JYP,2022-12-21,0.786,0.727,7,-4.674,1,0.167,0.0,0.245,0.368,95.024,226107,4
