,id,title,artist,company,date_released,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
23,2ewVzL1YkAEtjFdhgyXtnE,ONLY 너 ONLY YOU,TWICE,JYP,2017-05-15,0.634,0.946,10,-2.046,0,0.034,0.23,0.0,0.368,0.617,100.004,218692
24,4TW5NCKb0JFAztqcgqzLK1,HOLD ME TIGHT,TWICE,JYP,2017-05-15,0.719,0.955,7,-1.634,1,0.106,0.274,3.49e-06,0.473,0.724,99.009,199413
25,5g0b45fSFt613MOxCXLZK8,EYE EYE EYES,TWICE,JYP,2017-05-15,0.72,0.947,0,-2.578,1,0.129,0.021,3.55e-06,0.365,0.582,104.972,175755
26,2lbFoaaYNfl6igDJG21N6R,SOMEONE LIKE ME,TWICE,JYP,2017-05-15,0.785,0.642,4,-6.226,1,0.0497,0.296,0.0,0.131,0.459,99.981,205450
27,5st9DnsI9K0JpOOg6TucPd,One More Time,TWICE,JYP,2017-10-18,0.74,0.928,7,-4.139,1,0.0633,0.00288,0.0,0.319,0.671,129.955,183001
28,1X1BrTxo2C77VnyEkBJm21,LUV ME,TWICE,JYP,2017-10-18,0.73,0.917,6,-3.715,1,0.0426,0.0524,0.0,0.35,0.668,141.957,209227
29,0Wf8czfSUf68GaqkgaeJY9,LIKEY,TWICE,JYP,2017-10-30,0.716,0.91,4,-1.077,0,0.0341,0.403,0.000406,0.13,0.447,132.0,207824
30,4UfBg1NzbhayZmry10RA0j,거북이 TURTLE,TWICE,JYP,2017-10-30,0.728,0.818,1,-3.42,1,0.123,0.537,0.0,0.141,0.591,95.118,198034
31,3NUuFb9ce3AZQEovAVqKOM,MISSING U,TWICE,JYP,2017-10-30,0.806,0.721,1,-3.458,1,0.0465,0.238,0.0,0.113,0.835,119.971,179711
32,1z10mjvRUD5FJ5BvqBcs82,WOW,TWICE,JYP,2017-10-30,0.777,0.921,1,-3.462,1,0.146,0.374,0.0,0.0533,0.922,160.12,180962
33,1EWzPaPaElOt98Xva4scTl,FFW,TWICE,JYP,2017-10-30,0.708,0.946,6,-2.149,0,0.046,0.126,5.82e-06,0.296,0.912,127.966,225984
34,6Grctu56Jwuuao5SxW64eS,DING DONG,TWICE,JYP,2017-10-30,0.662,0.88,11,-3.248,1,0.0486,0.0553,0.0,0.126,0.821,150.012,212117
35,6bfdTMqn8Rfw3N8jIIBzVL,24/7,TWICE,JYP,2017-10-30,0.878,0.763,6,-4.117,1,0.0686,0.0764,2.84e-05,0.403,0.546,123.048,215485
36,6pslMk3vdfvdeT3bUIKs32,날 바라바라봐 LOOK AT ME,TWICE,JYP,2017-10-30,0.718,0.914,1,-3.365,1,0.0368,0.163,0.0,0.0637,0.635,134.901,193144
37,3XLawYeZdMj5XAzFBFH2iQ,ROLLIN’,TWICE,JYP,2017-10-30,0.886,0.648,4,-5.093,0,0.0441,0.0413,0.0111,0.283,0.245,122.015,190898
38,4UPDDp4a7E7ucoXeKxDJ7U,LOVE LINE,TWICE,JYP,2017-10-30,0.699,0.774,0,-4.539,1,0.0434,0.232,0.0,0.108,0.511,94.987,196796
39,2Mg8tjWRxk2646gdHLXQM6,힘내! DON’T GIVE UP,TWICE,JYP,2017-10-30,0.841,0.684,9,-5.834,1,0.0466,0.0637,1.53e-05,0.122,0.427,102.994,178344
40,3djLu1APqP5XVbD3RewVb8,널 내게 담아 YOU IN MY HEART,TWICE,JYP,2017-10-30,0.689,0.865,2,-4.169,1,0.0324,0.32,0.0,0.109,0.407,102.986,208868
41,5q7XcT1CEHkANH9OyEfP09,잘자요 굿나잇 JALJAYO GOOD NIGHT,TWICE,JYP,2017-10-30,0.73,0.4,3,-8.238,1,0.0331,0.84,0.0,0.0968,0.38,133.971,262922
42,4QcHRRDS0ayymLybzKNZq4,Heart Shaker,TWICE,JYP,2017-12-11,0.565,0.943,8,-0.532,1,0.0645,0.105,0.0,0.154,0.855,164.059,186896
43,1HLd0BCsNY8U7cXm5oGBsy,Merry & Happy,TWICE,JYP,2017-12-11,0.709,0.62,10,-4.138,1,0.0387,0.425,0.0,0.0822,0.658,154.026,192571
44,35zeFYXPWMfi3Gqjsbqt7E,Candy Pop,TWICE,JYP,2018-02-07,0.599,0.943,0,-1.457,1,0.0894,0.177,2.6e-05,0.141,0.84,174.059,202010
45,0mXq2EXd5NHPXBclqaZfgp,BRAND NEW GIRL,TWICE,JYP,2018-02-07,0.674,0.965,7,-3.754,1,0.0696,0.016,9.59e-05,0.145,0.75,157.041,213956
46,3xTVxp0fQTm5hvUmQ1vU5C,What is Love?,TWICE,JYP,2018-04-09,0.573,0.91,8,-1.578,1,0.064,0.0846,0.0,0.266,0.602,169.982,208238
47,2uptjpg8Me7B6iR80WwwTc,SWEET TALKER,TWICE,JYP,2018-04-09,0.673,0.967,5,-2.278,0,0.062,0.0817,2.77e-06,0.133,0.826,160.018,207743
48,66g4bPAjZFJf22tLT5Lejn,HO!,TWICE,JYP,2018-04-09,0.765,0.891,6,-2.335,0,0.1,0.0898,1e-06,0.018,0.977,160.004,189076
49,7qvzmtRoITomwx2XREiXyM,DEJAVU,TWICE,JYP,2018-04-09,0.65,0.787,0,-4.038,1,0.0524,0.0135,2.84e-06,0.109,0.526,116.789,196423
50,5R9uZrCcbXQnnK0K3NVkzl,SAY YES,TWICE,JYP,2018-04-09,0.625,0.68,10,-3.988,1,0.0784,0.233,0.0,0.226,0.399,160.014,182946
51,25KbobvPxx0TTv0I2a1why,Wake Me Up,TWICE,JYP,2018-05-16,0.656,0.994,6,-1.47,0,0.0807,0.209,0.0,0.318,0.795,125.979,211800
52,53JPvPxpC5IU4gYVmDLqU6,Pink Lemonade,TWICE,JYP,2018-05-16,0.706,0.969,11,-2.952,0,0.0781,0.0816,0.0,0.0564,0.734,128.004,220412
53,0Dsbej1ME76kebKBGE0ROD,I WANT YOU BACK,TWICE,JYP,2018-06-15,0.713,0.848,10,-1.94,0,0.0338,0.0148,0.0,0.0808,0.787,106.093,203816
54,76ziL4M1nP9psv11be5812,Dance The Night Away,TWICE,JYP,2018-07-09,0.711,0.861,0,-2.905,1,0.0924,0.106,4.4e-05,0.112,0.78,118.004,180809
55,29oFWbfAr0awYTQDfB2ucy,CHILLAX,TWICE,JYP,2018-07-09,0.782,0.831,8,-2.805,1,0.0624,0.144,0.0,0.0694,0.788,108.966,186285
56,0rd7r00shCMMyEKPWhF2Si,Shot thru the heart,TWICE,JYP,2018-07-09,0.671,0.852,7,-2.619,1,0.0439,0.0747,0.0,0.524,0.245,142.981,205064
57,3y3uFtfahoyM2ze5x5coKR,STUCK,TWICE,JYP,2018-07-09,0.563,0.806,8,-2.721,1,0.05,0.0494,0.0,0.181,0.626,157.962,215337
58,6ceKChoZYLdw24Ph1CDFUJ,BDZ,TWICE,JYP,2018-09-12,0.715,0.862,10,-2.718,0,0.0444,0.0113,0.0,0.108,0.668,137.93,197800
59,67adxp0HtY8yqMz53RYopP,L.O.V.E,TWICE,JYP,2018-09-12,0.806,0.858,8,-2.657,1,0.0715,0.053,0.0,0.109,0.871,125.005,203040
60,4N1xwTGXlI6hiXlr9A6iKs,Wishing,TWICE,JYP,2018-09-12,0.516,0.719,6,-3.27,1,0.0458,0.16,0.0,0.0541,0.433,205.786,272493
61,3gwojMWTEtzx7AWAzROwNt,Say it again,TWICE,JYP,2018-09-12,0.751,0.838,7,-2.794,1,0.137,0.279,0.0,0.0673,0.579,129.985,203587
62,4Jld19gM5PK84mfXOGpV9C,Be as ONE,TWICE,JYP,2018-09-12,0.613,0.558,8,-4.185,1,0.0361,0.465,0.0,0.0975,0.358,142.003,231120
63,3V23oYrFVc5VW1Ftq2wPCu,YES or YES,TWICE,JYP,2018-11-05,0.702,0.913,11,-2.977,1,0.0374,0.0514,3.71e-06,0.166,0.735,137.982,237685
64,0j3sXALH1d206s7v9PUdiE,SAY YOU LOVE ME,TWICE,JYP,2018-11-05,0.79,0.889,9,-2.129,1,0.0651,0.303,2.05e-06,0.0677,0.925,135.004,212871
65,1MTcKYcmD96wCg2WwwQjtb,LALALA,TWICE,JYP,2018-11-05,0.696,0.872,9,-2.683,1,0.077,0.315,0.0,0.229,0.836,157.012,186287
66,4NKRXqEe2RZ5IY6nr17UZA,YOUNG & WILD,TWICE,JYP,2018-11-05,0.583,0.647,2,-4.892,1,0.189,0.129,0.0,0.435,0.299,102.398,181199
67,1Rt7rEkIBLBwLVXxbl4aaH,SUNSET,TWICE,JYP,2018-11-05,0.535,0.911,4,-3.853,1,0.148,0.319,0.0,0.559,0.794,170.109,222554
68,7C8cQ5iChyc9aJfF1JCeHW,AFTER MOON,TWICE,JYP,2018-11-05,0.692,0.645,5,-3.961,1,0.0338,0.511,0.0,0.122,0.372,97.049,203860
69,5mTmB6IgMzomkJvOkQ8WDV,올해 제일 잘한 일 The Best Thing I Ever Did,TWICE,JYP,2018-12-12,0.72,0.655,5,-3.994,1,0.0248,0.383,0.0,0.156,0.468,104.977,210451
70,3tmvBNuaB0xCLqajufQ5Fs,STAY BY MY SIDE,TWICE,JYP,2018-12-26,0.706,0.895,4,-3.621,1,0.0502,0.0669,0.0,0.237,0.562,123.043,237490
71,60zxdAqWtdDu0vYsbXViA7,FANCY,TWICE,JYP,2019-04-22,0.699,0.866,5,-2.138,0,0.0446,0.0132,0.0,0.648,0.795,132.023,213886
72,3wYfq59muPBPUtkYXwvYYE,STUCK IN MY HEAD,TWICE,JYP,2019-04-22,0.551,0.783,0,-3.492,1,0.126,0.107,0.0,0.443,0.363,179.925,176295
73,3D75hig6Ahi4Nihwd37XWj,GIRLS LIKE US,TWICE,JYP,2019-04-22,0.724,0.698,5,-4.367,0,0.0879,0.0531,0.0,0.349,0.681,97.988,158637
74,5jJWV34duiWVCQwGSFo463,HOT,TWICE,JYP,2019-04-22,0.755,0.565,1,-6.775,0,0.0714,0.00645,0.0,0.0151,0.776,119.965,177827
75,7DAO3kg4MR5Q3K2IzlUTbN,TURN IT UP,TWICE,JYP,2019-04-22,0.827,0.811,1,-3.544,0,0.0501,0.0618,0.0,0.139,0.956,119.988,187255
76,5ROZkR98PX7FQBNOEi2FmC,STRAWBERRY,TWICE,JYP,2019-04-22,0.823,0.664,9,-6.095,1,0.0413,0.0954,0.0,0.0655,0.786,118.041,209216
77,4mhtQVUpeVHZc9DrwKLBf2,HAPPY HAPPY,TWICE,JYP,2019-07-17,0.609,0.932,10,-1.562,1,0.145,0.173,0.000946,0.396,0.755,179.995,206974
78,5COO2JgOmHIJ2jsXFwflz8,Breakthrough,TWICE,JYP,2019-06-12,0.868,0.728,6,-3.338,0,0.11,0.0439,0.0,0.0975,0.616,112.006,217651
79,0u7aRGM7YmvtsmG5NSrNsO,Feel Special,TWICE,JYP,2019-09-23,0.709,0.959,1,-1.339,1,0.0603,0.0296,0.00188,0.107,0.644,128.983,206868
80,14lnkKluT9U1lAz6M10SPx,RAINBOW,TWICE,JYP,2019-09-23,0.776,0.844,0,-3.626,1,0.167,0.0203,1.25e-06,0.14,0.716,133.987,177086
81,06rOypJlNqSmHXT3FymVp6,GET LOUD,TWICE,JYP,2019-09-23,0.727,0.956,11,-3.636,0,0.0725,0.046,0.00128,0.338,0.851,119.999,186970
82,0lOndCh09maK7vpvRgyy6u,TRICK IT,TWICE,JYP,2019-09-23,0.756,0.897,0,-3.998,0,0.078,0.0895,1.68e-05,0.14,0.619,128.038,193996
83,5L002vJ4NC0lRM8RtncBBp,LOVE FOOLISH,TWICE,JYP,2019-09-23,0.72,0.836,2,-2.306,0,0.1,0.11,2.74e-06,0.0575,0.623,114.961,191228
84,5yprM8km16jU3eXi0M9HRD,21:29,TWICE,JYP,2019-09-23,0.654,0.725,11,-5.016,1,0.03,0.114,0.0,0.376,0.588,89.986,228917
85,2sKWWJ5ee3EnKBztzxPpMH,Fake & True,TWICE,JYP,2019-10-18,0.678,0.808,5,-3.973,0,0.0599,0.0569,0.0,0.288,0.765,125.938,219625
86,4270Icl47bsR6qAfSfpqP4,Breakthrough,TWICE,JYP,2019-09-23,0.868,0.728,6,-3.338,0,0.11,0.0439,0.0,0.0975,0.616,112.006,217651
87,7m9xWqWjyXPzBP1jNbtPrA,Stronger,TWICE,JYP,2019-09-23,0.832,0.9,9,-5.645,1,0.0647,0.0217,0.000138,0.315,0.962,127.041,194973
88,6ZMcwaCE15KXhjsAd5M3Vd,HAPPY HAPPY,TWICE,JYP,2019-09-23,0.609,0.932,10,-1.562,1,0.145,0.173,0.000946,0.396,0.755,179.995,206974
89,4kgu9eJvgj8gOCEh5YKb3x,Changing!,TWICE,JYP,2019-09-23,0.832,0.904,7,-3.116,0,0.0729,0.261,0.00029,0.0932,0.81,120.04,222093
90,25RWkl9jIFBN1ynlthsnsh,What You Waiting For,TWICE,JYP,2019-09-23,0.754,0.91,10,-3.415,0,0.0735,0.024,2.53e-06,0.302,0.695,119.972,201600
91,7Cyj9DCOFZpMHa5bi42dlA,Be OK,TWICE,JYP,2019-09-23,0.854,0.714,0,-4.641,1,0.149,0.0305,0.0,0.0413,0.634,115.017,188840
92,2LqjwaWigfLE2G0CoPaSmr,POLISH,TWICE,JYP,2019-09-23,0.642,0.874,7,-5.134,1,0.206,0.114,0.00031,0.0397,0.888,204.112,181693
93,3SSsWyiigwW44UO14r1HzQ,How u doin',TWICE,JYP,2019-09-23,0.677,0.745,7,-3.771,0,0.0463,0.0237,0.0067,0.0541,0.43,83.482,209467
94,5wwSCXsbpO8G1FrhkmFiKf,The Reason Why,TWICE,JYP,2019-09-23,0.657,0.643,9,-5.057,1,0.0279,0.116,0.0,0.336,0.536,80.01,226173
95,3egADkalVEpD99sI5AGGYe,SWING,TWICE,JYP,2020-02-05,0.709,0.741,1,-4.085,1,0.0572,0.0216,1.33e-06,0.111,0.702,120.002,202540
96,3omvXShuRPM3zbDpWYqf5g,MORE & MORE,TWICE,JYP,2020-06-01,0.739,0.841,5,-4.162,1,0.06,0.0312,0.0,0.173,0.562,106.99,199653
97,128rj96Z6tTEU3h3awSMdB,OXYGEN,TWICE,JYP,2020-06-01,0.775,0.87,0,-4.198,0,0.0576,0.0564,2.82e-06,0.273,0.501,129.956,225400
98,5NhDDt5Zy8yGOECN3PLRdE,FIREWORK,TWICE,JYP,2020-06-01,0.7,0.92,10,-1.532,0,0.0536,0.115,2.93e-06,0.701,0.685,108.006,193467
99,6caS9LrdquWAfGeAmjqt1t,MAKE ME GO,TWICE,JYP,2020-06-01,0.818,0.633,7,-3.145,1,0.0611,0.00539,0.00174,0.0446,0.814,111.517,186707
