,id,title,artist,company,date_released,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0,1MHf0s6R6JK633ASOxVW71,Let's not fall in love,BIGBANG,YG,2015-08-05,0.68,0.846,0,-4.217,1,0.0498,0.103,0.0,0.115,0.659,124.984,211927
1,5tmKSkKHNVrxh4Fctj2TdS,FLOWER ROAD,BIGBANG,YG,2018-03-13,0.71,0.654,1,-4.765,0,0.0858,0.124,0.0,0.15,0.624,94.862,228632
2,3TSLqZssCoCdDlMhCJ08XW,Still Life,BIGBANG,YG,2022-04-05,0.68,0.584,8,-4.457,1,0.034,0.443,0.0,0.0628,0.239,118.06,188369
3,5HGtC1DZxHYWJiggLc0qaZ,Only Look At Me Pt.2,G-DRAGON,YG,2008-06-30,0.72,0.692,2,-5.308,1,0.0414,0.352,0.0,0.123,0.781,140.111,239714
4,6CtYW6EWGMbfe96eqwCThq,One Of A Kind,G-DRAGON,YG,2012-09-15,0.632,0.801,7,-6.105,1,0.304,0.135,0.0,0.0876,0.749,171.977,205876
5,1HMbjnCFGOWd8Sqou4maxM,Crayon,G-DRAGON,YG,2012-09-15,0.718,0.934,11,-3.787,0,0.169,0.046,0.0,0.687,0.308,132.017,196920
6,3V375E3xldRPEEcIKiw83l,Without You (Feat. ROSE),G-DRAGON,YG,2012-09-15,0.6,0.678,11,-6.894,1,0.0372,0.0311,0.0,0.338,0.326,123.991,242677
7,7g97EfyxPG5XZgYmLig9ML,That XX,G-DRAGON,YG,2012-09-15,0.764,0.47,4,-5.642,0,0.0433,0.533,0.0,0.133,0.801,119.886,199629
8,3BqfHyw9cLm6POreivziWN,Missing You (Feat. Kim Yuna),G-DRAGON,YG,2012-09-15,0.742,0.792,5,-4.713,1,0.0651,0.138,0.0,0.0704,0.78,123.001,207090
9,0tsbMAxGvVrTTufKgcT7Q7,Today (Feat. Kim Jong Wan),G-DRAGON,YG,2012-09-15,0.749,0.846,4,-3.882,1,0.0536,0.109,0.0,0.662,0.896,126.994,219005
