,Unnamed: 0,id,title,artist,company,date_released,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
72,72,1ObmeINgcnxdxGbPByx0zL,Sinner,KAI,SM,2023-03-13,0.714,0.489,1,-9.163,0,0.051,0.739,0.0395,0.102,0.219,150.058,186813
73,73,54Nx0KMNIIA0tAPewmd69X,Take You Home,BAEKHYUN,SM,2017-04-14,0.633,0.622,6,-6.803,0,0.0457,0.62,0.0,0.104,0.278,87.999,234955
74,74,0WSTInLqMrT9po0LAHpZCJ,UN Village,BAEKHYUN,SM,2019-07-10,0.674,0.589,6,-3.806,0,0.112,0.267,0.0,0.312,0.577,83.985,235509
75,75,1w6QVxfBpW9hImuZXNHcmL,Stay Up,BAEKHYUN,SM,2019-07-10,0.667,0.812,2,-2.203,0,0.0659,0.368,0.0,0.309,0.704,154.881,207173
76,76,1YhC9zXqhm1zsFpcf7vTPN,Betcha,BAEKHYUN,SM,2019-07-10,0.684,0.705,9,-3.507,1,0.0881,0.135,0.0,0.219,0.529,101.924,201475
77,77,6z4suYXf384HJU1bK8PhOZ,Ice Queen,BAEKHYUN,SM,2019-07-10,0.643,0.797,11,-3.082,0,0.0634,0.329,0.0,0.294,0.513,105.027,215846
78,78,1fDfhkAIfscEoGKBDRMvr1,Diamond,BAEKHYUN,SM,2019-07-10,0.606,0.797,5,-1.401,0,0.0385,0.0897,0.0,0.141,0.429,135.971,237658
79,79,59i14jziCvvdoTYJn7SiKe,Psycho - Bonus Track,BAEKHYUN,SM,2019-07-10,0.449,0.896,3,-2.05,0,0.0543,0.51,0.0,0.085,0.502,109.708,205950
80,80,1TUkEXQrskATO9SoB4QMUN,Amusement Park,BAEKHYUN,SM,2020-12-21,0.635,0.562,5,-5.374,1,0.0333,0.85,0.0,0.173,0.299,84.925,256693
81,81,3K1hH4PSGXbzczwtdBvMNW,Get You Alone,BAEKHYUN,SM,2021-01-20,0.777,0.774,0,-2.887,0,0.0319,0.176,0.0,0.17,0.604,110.055,251027
82,82,33XqFHeq2yKFCgXR8ZmMAt,Addicted,BAEKHYUN,SM,2021-01-20,0.536,0.828,7,-4.436,0,0.0636,0.135,0.0,0.296,0.604,89.876,229267
